Au_pd _ on Au,Au_pd _ on Au,Au_pd _ on Au,Au_pd _ on Au,Au_NP on 1ML PD,Au_NP on 1ML PD,Au_NP on 1ML PD,Au_NP on 1ML PD,Au_NP on Au,Au_NP on Au,Au_NP on Au,Au_NP on Au
laser power 0.05 mW,laser power 0.1 mW,laser power 0.15mW,laser power 0.2mW,laser power 0.05 mW,laser power 0.1 mW,laser power 0.15 mW,laser power 0.20 mW,laser power 0.05 mW,laser power 0.1 mW,laser power 0.15 mW,laser power 0.2mW
2205.7358, 2202.5603, 2205.6477, 2210.2302, 2197.3054, 2192.8289, 2199.9717, 2199.9717, 2208.7563, 2205.2585, 2198.8667, 2202.812
2207.3457, 2204.1694, 2207.2588, 2211.8599, 2198.8794, 2194.3794, 2201.5488, 2201.5488, 2210.3755, 2206.8669, 2200.4509, 2204.4163
2208.9551, 2205.7778, 2208.8696, 2213.4893, 2200.4529, 2195.9292, 2203.1252, 2203.1252, 2211.9939, 2208.4751, 2202.0344, 2206.0203
2210.564, 2207.386, 2210.48, 2215.1182, 2202.0256, 2197.4783, 2204.7012, 2204.7012, 2213.6121, 2210.0828, 2203.6177, 2207.6235
2212.1724, 2208.9937, 2212.0898, 2216.7463, 2203.5979, 2199.0269, 2206.2766, 2206.2766, 2215.2297, 2211.6899, 2205.2002, 2209.2263
2213.7805, 2210.6008, 2213.6992, 2218.3743, 2205.1694, 2200.575, 2207.8516, 2207.8516, 2216.8467, 2213.2966, 2206.7822, 2210.8289
2215.3879, 2212.2075, 2215.3079, 2220.0017, 2206.7407, 2202.1223, 2209.4258, 2209.4258, 2218.4634, 2214.9028, 2208.364, 2212.4307
2216.9949, 2213.8137, 2216.9163, 2221.6289, 2208.3113, 2203.6692, 2210.9995, 2210.9995, 2220.0796, 2216.5083, 2209.9448, 2214.032
2218.6013, 2215.4194, 2218.5242, 2223.2554, 2209.8813, 2205.2153, 2212.5728, 2212.5728, 2221.6953, 2218.1135, 2211.5254, 2215.6331
2220.2073, 2217.0244, 2220.1316, 2224.8816, 2211.4507, 2206.761, 2214.1453, 2214.1453, 2223.3105, 2219.7183, 2213.1055, 2217.2334
2221.8127, 2218.6292, 2221.7385, 2226.5071, 2213.0198, 2208.3062, 2215.7175, 2215.7175, 2224.9253, 2221.3225, 2214.6848, 2218.8333
2223.4177, 2220.2334, 2223.345, 2228.1323, 2214.5881, 2209.8506, 2217.2891, 2217.2891, 2226.5396, 2222.9263, 2216.2637, 2220.4326
2225.0225, 2221.8372, 2224.9509, 2229.7571, 2216.1558, 2211.3943, 2218.8599, 2218.8599, 2228.1533, 2224.5293, 2217.842, 2222.0317
2226.6265, 2223.4404, 2226.5564, 2231.3813, 2217.7231, 2212.9375, 2220.4304, 2220.4304, 2229.7666, 2226.1321, 2219.4199, 2223.6301
2228.23, 2225.0432, 2228.1614, 2233.0051, 2219.2898, 2214.4802, 2222.0002, 2222.0002, 2231.3796, 2227.7344, 2220.9973, 2225.228
2229.833, 2226.6455, 2229.7659, 2234.6287, 2220.856, 2216.0222, 2223.5696, 2223.5696, 2232.9919, 2229.3362, 2222.5742, 2226.8254
2231.4355, 2228.2473, 2231.3699, 2236.2515, 2222.4216, 2217.5637, 2225.1384, 2225.1384, 2234.6038, 2230.9375, 2224.1504, 2228.4224
2233.0376, 2229.8486, 2232.9734, 2237.874, 2223.9866, 2219.1047, 2226.7065, 2226.7065, 2236.2153, 2232.5381, 2225.7261, 2230.0188
2234.6392, 2231.4492, 2234.5764, 2239.4961, 2225.551, 2220.645, 2228.2742, 2228.2742, 2237.8262, 2234.1384, 2227.3015, 2231.6147
2236.2402, 2233.0496, 2236.179, 2241.1177, 2227.115, 2222.1846, 2229.8413, 2229.8413, 2239.4368, 2235.7383, 2228.8762, 2233.2104
2237.8408, 2234.6494, 2237.781, 2242.7388, 2228.6782, 2223.7239, 2231.4077, 2231.4077, 2241.0466, 2237.3376, 2230.4502, 2234.8054
2239.4409, 2236.2488, 2239.3826, 2244.3594, 2230.2412, 2225.2622, 2232.9739, 2232.9739, 2242.6562, 2238.9365, 2232.0239, 2236.3999
2241.0405, 2237.8477, 2240.9839, 2245.9797, 2231.8035, 2226.8003, 2234.5393, 2234.5393, 2244.2654, 2240.5347, 2233.5972, 2237.9939
2242.6396, 2239.446, 2242.5845, 2247.5994, 2233.365, 2228.3376, 2236.1042, 2236.1042, 2245.874, 2242.1326, 2235.1697, 2239.5874
2244.2385, 2241.0439, 2244.1846, 2249.2188, 2234.9263, 2229.8743, 2237.6685, 2237.6685, 2247.4819, 2243.73, 2236.7417, 2241.1804
2245.8367, 2242.6414, 2245.7842, 2250.8376, 2236.4868, 2231.4104, 2239.2322, 2239.2322, 2249.0896, 2245.3269, 2238.3132, 2242.7729
2247.4343, 2244.2383, 2247.3833, 2252.4558, 2238.0469, 2232.946, 2240.7954, 2240.7954, 2250.6968, 2246.9233, 2239.8843, 2244.365
2249.0315, 2245.8347, 2248.9822, 2254.074, 2239.6062, 2234.481, 2242.3582, 2242.3582, 2252.3035, 2248.519, 2241.4548, 2245.9565
2250.6282, 2247.4304, 2250.5803, 2255.6914, 2241.1653, 2236.0151, 2243.9202, 2243.9202, 2253.9097, 2250.1145, 2243.0247, 2247.5476
2252.2244, 2249.0259, 2252.178, 2257.3083, 2242.7236, 2237.5491, 2245.4817, 2245.4817, 2255.5154, 2251.7095, 2244.5942, 2249.1382
2253.8201, 2250.6208, 2253.7751, 2258.925, 2244.2815, 2239.0823, 2247.0427, 2247.0427, 2257.1206, 2253.304, 2246.1631, 2250.7283
2255.4153, 2252.2153, 2255.3721, 2260.541, 2245.8386, 2240.6147, 2248.6033, 2248.6033, 2258.7256, 2254.8977, 2247.7314, 2252.3179
2257.01, 2253.8093, 2256.9683, 2262.1567, 2247.3953, 2242.1467, 2250.1631, 2250.1631, 2260.3298, 2256.4912, 2249.2993, 2253.9067
2258.6042, 2255.4028, 2258.564, 2263.772, 2248.9514, 2243.6782, 2251.7224, 2251.7224, 2261.9336, 2258.0842, 2250.8667, 2255.4954
2260.198, 2256.9958, 2260.1594, 2265.3867, 2250.5071, 2245.209, 2253.2812, 2253.2812, 2263.5371, 2259.6768, 2252.4333, 2257.0835
2261.7913, 2258.5884, 2261.7542, 2267.0012, 2252.062, 2246.739, 2254.8394, 2254.8394, 2265.1399, 2261.2686, 2253.9998, 2258.6711
2263.384, 2260.1804, 2263.3484, 2268.615, 2253.6165, 2248.2688, 2256.397, 2256.397, 2266.7424, 2262.8601, 2255.5654, 2260.2583
2264.9761, 2261.772, 2264.9424, 2270.2283, 2255.1704, 2249.7979, 2257.9541, 2257.9541, 2268.3442, 2264.4512, 2257.1306, 2261.845
2266.5679, 2263.363, 2266.5356, 2271.8413, 2256.7239, 2251.3262, 2259.5107, 2259.5107, 2269.9458, 2266.0417, 2258.6953, 2263.4309
2268.1592, 2264.9534, 2268.1287, 2273.4539, 2258.2766, 2252.854, 2261.0667, 2261.0667, 2271.5466, 2267.6316, 2260.2595, 2265.0166
2269.75, 2266.5435, 2269.7209, 2275.0659, 2259.8289, 2254.3811, 2262.6221, 2262.6221, 2273.1472, 2269.2212, 2261.8232, 2266.6018
2271.3403, 2268.1331, 2271.3127, 2276.6775, 2261.3806, 2255.908, 2264.177, 2264.177, 2274.7473, 2270.8103, 2263.3865, 2268.1865
2272.9302, 2269.7222, 2272.9043, 2278.2886, 2262.9316, 2257.4338, 2265.7314, 2265.7314, 2276.3469, 2272.3989, 2264.949, 2269.7708
2274.5195, 2271.3108, 2274.4951, 2279.8994, 2264.4822, 2258.9592, 2267.2852, 2267.2852, 2277.9458, 2273.9868, 2266.511, 2271.3542
2276.1084, 2272.8989, 2276.0857, 2281.5095, 2266.0322, 2260.4841, 2268.8384, 2268.8384, 2279.5444, 2275.5745, 2268.0725, 2272.9375
2277.6968, 2274.4866, 2277.6755, 2283.1194, 2267.5818, 2262.0085, 2270.3911, 2270.3911, 2281.1426, 2277.1616, 2269.6335, 2274.5203
2279.2847, 2276.0737, 2279.2651, 2284.7288, 2269.1306, 2263.5322, 2271.9431, 2271.9431, 2282.7402, 2278.7483, 2271.1941, 2276.1023
2280.8721, 2277.6604, 2280.8542, 2286.3376, 2270.679, 2265.0552, 2273.4949, 2273.4949, 2284.3376, 2280.3342, 2272.7539, 2277.6841
2282.459, 2279.2466, 2282.4426, 2287.946, 2272.2268, 2266.5776, 2275.0459, 2275.0459, 2285.9343, 2281.9199, 2274.3135, 2279.2654
2284.0452, 2280.8323, 2284.0308, 2289.554, 2273.7739, 2268.0996, 2276.5962, 2276.5962, 2287.5305, 2283.5051, 2275.8723, 2280.8459
2285.6311, 2282.4175, 2285.6182, 2291.1614, 2275.3208, 2269.6208, 2278.1462, 2278.1462, 2289.1262, 2285.0898, 2277.4307, 2282.4263
2287.2166, 2284.0022, 2287.2053, 2292.7686, 2276.8669, 2271.1416, 2279.6956, 2279.6956, 2290.7214, 2286.6738, 2278.9885, 2284.0059
2288.8015, 2285.5864, 2288.792, 2294.375, 2278.4124, 2272.6616, 2281.2444, 2281.2444, 2292.3164, 2288.2576, 2280.5459, 2285.5852
2290.386, 2287.1702, 2290.3779, 2295.9812, 2279.9575, 2274.1812, 2282.7925, 2282.7925, 2293.9106, 2289.8408, 2282.1028, 2287.1638
2291.97, 2288.7532, 2291.9636, 2297.5869, 2281.502, 2275.7002, 2284.3403, 2284.3403, 2295.5046, 2291.4233, 2283.6589, 2288.7422
2293.5535, 2290.3359, 2293.5488, 2299.1921, 2283.0459, 2277.2185, 2285.8875, 2285.8875, 2297.0979, 2293.0056, 2285.2148, 2290.3201
2295.1362, 2291.9182, 2295.1335, 2300.7971, 2284.5891, 2278.7361, 2287.4338, 2287.4338, 2298.6909, 2294.5874, 2286.77, 2291.8972
2296.7188, 2293.5, 2296.7175, 2302.4014, 2286.1318, 2280.2532, 2288.98, 2288.98, 2300.2834, 2296.1685, 2288.3247, 2293.4741
2298.3008, 2295.0813, 2298.3013, 2304.0051, 2287.6741, 2281.7698, 2290.5254, 2290.5254, 2301.8752, 2297.7493, 2289.8789, 2295.0503
2299.8823, 2296.6621, 2299.8845, 2305.6086, 2289.2158, 2283.2859, 2292.0703, 2292.0703, 2303.4668, 2299.3296, 2291.4324, 2296.626
2301.4634, 2298.2424, 2301.4673, 2307.2117, 2290.7571, 2284.801, 2293.6147, 2293.6147, 2305.0579, 2300.9094, 2292.9856, 2298.2014
2303.0439, 2299.8223, 2303.0493, 2308.8142, 2292.2976, 2286.3159, 2295.1584, 2295.1584, 2306.6484, 2302.4885, 2294.5381, 2299.7761
2304.6238, 2301.4016, 2304.6311, 2310.4163, 2293.8376, 2287.8301, 2296.7017, 2296.7017, 2308.2385, 2304.0674, 2296.0903, 2301.3506
2306.2034, 2302.9805, 2306.2124, 2312.0178, 2295.377, 2289.3438, 2298.2444, 2298.2444, 2309.8281, 2305.6458, 2297.6418, 2302.9243
2307.7825, 2304.5588, 2307.7932, 2313.6191, 2296.916, 2290.8567, 2299.7866, 2299.7866, 2311.4172, 2307.2234, 2299.1929, 2304.4978
2309.3611, 2306.1367, 2309.3735, 2315.2197, 2298.4543, 2292.3689, 2301.3281, 2301.3281, 2313.0059, 2308.8008, 2300.7432, 2306.0706
2310.9392, 2307.7141, 2310.9534, 2316.8201, 2299.9922, 2293.8809, 2302.8691, 2302.8691, 2314.594, 2310.3777, 2302.2932, 2307.6428
2312.5166, 2309.291, 2312.5327, 2318.4199, 2301.5293, 2295.3921, 2304.4097, 2304.4097, 2316.1816, 2311.9539, 2303.8425, 2309.2148
2314.0938, 2310.8674, 2314.1116, 2320.0193, 2303.0659, 2296.9026, 2305.9497, 2305.9497, 2317.7688, 2313.5298, 2305.3916, 2310.7861
2315.6704, 2312.4434, 2315.6897, 2321.6182, 2304.6021, 2298.4126, 2307.489, 2307.489, 2319.3557, 2315.1052, 2306.9399, 2312.3569
2317.2466, 2314.0188, 2317.2676, 2323.2166, 2306.1377, 2299.9221, 2309.0278, 2309.0278, 2320.9419, 2316.6799, 2308.4878, 2313.9272
2318.822, 2315.5938, 2318.845, 2324.8145, 2307.6726, 2301.4309, 2310.5659, 2310.5659, 2322.5276, 2318.2544, 2310.0352, 2315.4973
2320.3972, 2317.1682, 2320.4219, 2326.4121, 2309.2073, 2302.9392, 2312.1038, 2312.1038, 2324.113, 2319.8284, 2311.5818, 2317.0667
2321.9719, 2318.7422, 2321.9983, 2328.009, 2310.741, 2304.4468, 2313.6409, 2313.6409, 2325.6978, 2321.4016, 2313.1282, 2318.6355
2323.5459, 2320.3157, 2323.5745, 2329.6057, 2312.2744, 2305.9539, 2315.1775, 2315.1775, 2327.2822, 2322.9746, 2314.6738, 2320.2039
2325.1196, 2321.8887, 2325.1499, 2331.2019, 2313.8071, 2307.4602, 2316.7136, 2316.7136, 2328.8662, 2324.5471, 2316.219, 2321.772
2326.6929, 2323.4612, 2326.7249, 2332.7976, 2315.3394, 2308.9661, 2318.249, 2318.249, 2330.4495, 2326.1189, 2317.7637, 2323.3394
2328.2656, 2325.0332, 2328.2993, 2334.3931, 2316.8711, 2310.4714, 2319.7839, 2319.7839, 2332.0325, 2327.6904, 2319.3079, 2324.9062
2329.8376, 2326.6047, 2329.8733, 2335.9878, 2318.4023, 2311.9761, 2321.3184, 2321.3184, 2333.615, 2329.2615, 2320.8516, 2326.4727
2331.4094, 2328.1758, 2331.4468, 2337.582, 2319.9329, 2313.4802, 2322.8521, 2322.8521, 2335.197, 2330.8318, 2322.3948, 2328.0386
2332.9807, 2329.7463, 2333.0198, 2339.176, 2321.4629, 2314.9836, 2324.3855, 2324.3855, 2336.7786, 2332.4019, 2323.9373, 2329.604
2334.5513, 2331.3164, 2334.5923, 2340.7695, 2322.9922, 2316.4866, 2325.9182, 2325.9182, 2338.3596, 2333.9714, 2325.4792, 2331.1689
2336.1216, 2332.886, 2336.1643, 2342.3625, 2324.5212, 2317.9888, 2327.4502, 2327.4502, 2339.9402, 2335.5403, 2327.021, 2332.7336
2337.6914, 2334.4551, 2337.7361, 2343.9551, 2326.0496, 2319.4905, 2328.9819, 2328.9819, 2341.5203, 2337.1089, 2328.5618, 2334.2976
2339.2605, 2336.0237, 2339.3071, 2345.5471, 2327.5774, 2320.9917, 2330.5129, 2330.5129, 2343.0999, 2338.677, 2330.1023, 2335.8611
2340.8293, 2337.5918, 2340.8777, 2347.1389, 2329.1045, 2322.4922, 2332.0435, 2332.0435, 2344.679, 2340.2444, 2331.6423, 2337.4241
2342.3977, 2339.1594, 2342.4478, 2348.73, 2330.6311, 2323.9919, 2333.5732, 2333.5732, 2346.2578, 2341.8115, 2333.1816, 2338.9866
2343.9653, 2340.7266, 2344.0176, 2350.3208, 2332.1572, 2325.4915, 2335.1028, 2335.1028, 2347.8359, 2343.3782, 2334.7207, 2340.5486
2345.5327, 2342.2932, 2345.5867, 2351.9109, 2333.6829, 2326.99, 2336.6316, 2336.6316, 2349.4136, 2344.9441, 2336.259, 2342.1101
2347.0996, 2343.8594, 2347.1553, 2353.5007, 2335.208, 2328.4883, 2338.1599, 2338.1599, 2350.991, 2346.5098, 2337.7969, 2343.6711
2348.6658, 2345.425, 2348.7234, 2355.0903, 2336.7324, 2329.9858, 2339.6875, 2339.6875, 2352.5676, 2348.075, 2339.3342, 2345.2317
2350.2317, 2346.9902, 2350.2913, 2356.6792, 2338.2563, 2331.4827, 2341.2146, 2341.2146, 2354.144, 2349.6394, 2340.8708, 2346.7917
2351.7969, 2348.5549, 2351.8584, 2358.2676, 2339.7795, 2332.979, 2342.7412, 2342.7412, 2355.7197, 2351.2036, 2342.4072, 2348.3511
2353.3618, 2350.1191, 2353.425, 2359.8557, 2341.3022, 2334.4749, 2344.2673, 2344.2673, 2357.2952, 2352.7671, 2343.9429, 2349.9102
2354.9263, 2351.6829, 2354.9915, 2361.4431, 2342.8247, 2335.97, 2345.793, 2345.793, 2358.8701, 2354.3303, 2345.4783, 2351.4688
2356.49, 2353.2461, 2356.5571, 2363.0303, 2344.3462, 2337.4646, 2347.3179, 2347.3179, 2360.4443, 2355.8931, 2347.0129, 2353.0269
2358.0535, 2354.8088, 2358.1226, 2364.6169, 2345.8674, 2338.9585, 2348.8423, 2348.8423, 2362.0183, 2357.4551, 2348.5471, 2354.5845
2359.6162, 2356.3711, 2359.6873, 2366.2031, 2347.3879, 2340.4519, 2350.366, 2350.366, 2363.5918, 2359.0168, 2350.0806, 2356.1416
2361.1787, 2357.9329, 2361.2517, 2367.7888, 2348.908, 2341.9448, 2351.8894, 2351.8894, 2365.1648, 2360.5779, 2351.6138, 2357.6982
2362.7407, 2359.4941, 2362.8154, 2369.3743, 2350.4275, 2343.437, 2353.4121, 2353.4121, 2366.7373, 2362.1387, 2353.1462, 2359.2542
2364.302, 2361.0549, 2364.3789, 2370.959, 2351.9463, 2344.9285, 2354.9343, 2354.9343, 2368.3093, 2363.699, 2354.6785, 2360.8098
2365.863, 2362.6152, 2365.9417, 2372.5435, 2353.4646, 2346.4197, 2356.4558, 2356.4558, 2369.8809, 2365.2585, 2356.21, 2362.365
2367.4233, 2364.175, 2367.5042, 2374.1274, 2354.9824, 2347.9099, 2357.9768, 2357.9768, 2371.4519, 2366.8179, 2357.741, 2363.9197
2368.9834, 2365.7344, 2369.0659, 2375.7109, 2356.4995, 2349.3999, 2359.4973, 2359.4973, 2373.0225, 2368.3767, 2359.2715, 2365.4739
2370.5427, 2367.2932, 2370.6274, 2377.2939, 2358.0164, 2350.8892, 2361.0173, 2361.0173, 2374.5928, 2369.9348, 2360.8013, 2367.0273
2372.1018, 2368.8516, 2372.1882, 2378.8765, 2359.5325, 2352.3777, 2362.5369, 2362.5369, 2376.1624, 2371.4927, 2362.3308, 2368.5806
2373.6602, 2370.4094, 2373.7488, 2380.4585, 2361.0479, 2353.8657, 2364.0557, 2364.0557, 2377.7314, 2373.0498, 2363.8596, 2370.1333
2375.2183, 2371.9668, 2375.3086, 2382.0403, 2362.563, 2355.3533, 2365.574, 2365.574, 2379.3003, 2374.6067, 2365.3879, 2371.6853
2376.7756, 2373.5237, 2376.8682, 2383.6213, 2364.0774, 2356.8401, 2367.0916, 2367.0916, 2380.8684, 2376.1631, 2366.9158, 2373.2371
2378.3328, 2375.0801, 2378.4272, 2385.2021, 2365.5913, 2358.3264, 2368.6089, 2368.6089, 2382.4363, 2377.7188, 2368.4431, 2374.7883
2379.8892, 2376.636, 2379.9856, 2386.7825, 2367.1047, 2359.812, 2370.1255, 2370.1255, 2384.0034, 2379.2742, 2369.97, 2376.3389
2381.4453, 2378.1914, 2381.5437, 2388.3623, 2368.6174, 2361.2971, 2371.6416, 2371.6416, 2385.5703, 2380.8289, 2371.4963, 2377.8892
2383.0007, 2379.7463, 2383.1013, 2389.9419, 2370.1296, 2362.7815, 2373.157, 2373.157, 2387.1367, 2382.3833, 2373.022, 2379.4387
2384.5559, 2381.3008, 2384.6582, 2391.5208, 2371.6414, 2364.2654, 2374.6721, 2374.6721, 2388.7026, 2383.937, 2374.5471, 2380.988
2386.1104, 2382.8547, 2386.2148, 2393.0991, 2373.1523, 2365.7488, 2376.1865, 2376.1865, 2390.2678, 2385.4905, 2376.0718, 2382.5369
2387.6646, 2384.4082, 2387.771, 2394.6772, 2374.6631, 2367.2314, 2377.7002, 2377.7002, 2391.8328, 2387.0435, 2377.5959, 2384.085
2389.218, 2385.9612, 2389.3267, 2396.2549, 2376.1729, 2368.7136, 2379.2136, 2379.2136, 2393.3972, 2388.5957, 2379.1196, 2385.6328
2390.7712, 2387.5137, 2390.8816, 2397.832, 2377.6824, 2370.1951, 2380.7263, 2380.7263, 2394.9612, 2390.1477, 2380.6428, 2387.1799
2392.3237, 2389.0657, 2392.4363, 2399.4087, 2379.1914, 2371.676, 2382.2385, 2382.2385, 2396.5247, 2391.699, 2382.1653, 2388.7268
2393.876, 2390.6172, 2393.9905, 2400.9849, 2380.6997, 2373.1562, 2383.7502, 2383.7502, 2398.0876, 2393.25, 2383.6873, 2390.2729
2395.4275, 2392.1682, 2395.5442, 2402.5605, 2382.2075, 2374.636, 2385.2612, 2385.2612, 2399.6501, 2394.8003, 2385.209, 2391.8188
2396.9785, 2393.7188, 2397.0974, 2404.136, 2383.7146, 2376.1152, 2386.7717, 2386.7717, 2401.2124, 2396.3503, 2386.73, 2393.364
2398.5293, 2395.2688, 2398.6501, 2405.7109, 2385.2212, 2377.5938, 2388.2817, 2388.2817, 2402.7739, 2397.8999, 2388.2502, 2394.9089
2400.0793, 2396.8186, 2400.2024, 2407.2852, 2386.7273, 2379.0718, 2389.7913, 2389.7913, 2404.335, 2399.4487, 2389.7703, 2396.4531
2401.6292, 2398.3677, 2401.7539, 2408.8591, 2388.2329, 2380.5491, 2391.3, 2391.3, 2405.8958, 2400.9973, 2391.2898, 2397.9968
2403.1782, 2399.9163, 2403.3052, 2410.4326, 2389.738, 2382.0259, 2392.8083, 2392.8083, 2407.4558, 2402.5452, 2392.8086, 2399.5403
2404.7268, 2401.4644, 2404.856, 2412.0059, 2391.2424, 2383.502, 2394.3162, 2394.3162, 2409.0154, 2404.0928, 2394.3269, 2401.083
2406.2751, 2403.012, 2406.4062, 2413.5784, 2392.7463, 2384.9775, 2395.8232, 2395.8232, 2410.5747, 2405.6396, 2395.8447, 2402.6255
2407.8228, 2404.5591, 2407.9561, 2415.1506, 2394.2495, 2386.4526, 2397.3298, 2397.3298, 2412.1335, 2407.1863, 2397.3621, 2404.1672
2409.3701, 2406.1057, 2409.5054, 2416.7222, 2395.7524, 2387.927, 2398.8359, 2398.8359, 2413.6917, 2408.7322, 2398.8789, 2405.7085
2410.9167, 2407.6519, 2411.0542, 2418.2935, 2397.2546, 2389.4006, 2400.3416, 2400.3416, 2415.2495, 2410.2778, 2400.395, 2407.2493
2412.4629, 2409.1975, 2412.6025, 2419.8643, 2398.7563, 2390.874, 2401.8464, 2401.8464, 2416.8069, 2411.8228, 2401.9109, 2408.7898
2414.0088, 2410.7427, 2414.1504, 2421.4346, 2400.2573, 2392.3467, 2403.3508, 2403.3508, 2418.3635, 2413.3674, 2403.426, 2410.3296
2415.554, 2412.2874, 2415.6978, 2423.0044, 2401.7578, 2393.8186, 2404.8547, 2404.8547, 2419.9199, 2414.9116, 2404.9407, 2411.8689
2417.0986, 2413.8315, 2417.2446, 2424.574, 2403.2578, 2395.29, 2406.3582, 2406.3582, 2421.4758, 2416.4551, 2406.4548, 2413.408
2418.6431, 2415.3752, 2418.791, 2426.1428, 2404.7573, 2396.7607, 2407.8608, 2407.8608, 2423.0312, 2417.9983, 2407.9685, 2414.9463
2420.1868, 2416.9185, 2420.3372, 2427.7114, 2406.2561, 2398.231, 2409.363, 2409.363, 2424.5862, 2419.5408, 2409.4817, 2416.4841
2421.73, 2418.4612, 2421.8826, 2429.2795, 2407.7546, 2399.7007, 2410.8647, 2410.8647, 2426.1406, 2421.083, 2410.9941, 2418.0215
2423.2729, 2420.0034, 2423.4275, 2430.8469, 2409.2522, 2401.1697, 2412.366, 2412.366, 2427.6948, 2422.6245, 2412.5063, 2419.5583
2424.8152, 2421.5454, 2424.9719, 2432.4143, 2410.7495, 2402.6382, 2413.8665, 2413.8665, 2429.2483, 2424.1658, 2414.0178, 2421.095
2426.3569, 2423.0867, 2426.5159, 2433.981, 2412.2461, 2404.106, 2415.3665, 2415.3665, 2430.8013, 2425.7063, 2415.5288, 2422.6309
2427.8984, 2424.6274, 2428.0593, 2435.5471, 2413.7422, 2405.5732, 2416.8657, 2416.8657, 2432.3538, 2427.2466, 2417.0393, 2424.1663
2429.4392, 2426.1677, 2429.6025, 2437.113, 2415.2378, 2407.04, 2418.3647, 2418.3647, 2433.906, 2428.7861, 2418.5491, 2425.7012
2430.9795, 2427.7075, 2431.145, 2438.6782, 2416.7329, 2408.5061, 2419.863, 2419.863, 2435.4575, 2430.3254, 2420.0586, 2427.2356
2432.5193, 2429.2468, 2432.687, 2440.2432, 2418.2273, 2409.9717, 2421.3608, 2421.3608, 2437.0088, 2431.864, 2421.5674, 2428.7695
2434.0588, 2430.7856, 2434.2285, 2441.8076, 2419.7212, 2411.4365, 2422.8579, 2422.8579, 2438.5593, 2433.4023, 2423.0757, 2430.303
2435.5977, 2432.324, 2435.7698, 2443.3716, 2421.2144, 2412.9009, 2424.3547, 2424.3547, 2440.1096, 2434.9399, 2424.5837, 2431.8359
2437.136, 2433.8618, 2437.3103, 2444.9351, 2422.7073, 2414.3645, 2425.8508, 2425.8508, 2441.6592, 2436.4773, 2426.0908, 2433.3684
2438.6741, 2435.3992, 2438.8503, 2446.4983, 2424.1995, 2415.8276, 2427.3464, 2427.3464, 2443.2085, 2438.0139, 2427.5977, 2434.9004
2440.2114, 2436.936, 2440.3901, 2448.0608, 2425.6912, 2417.29, 2428.8413, 2428.8413, 2444.7573, 2439.5503, 2429.104, 2436.4319
2441.7483, 2438.4727, 2441.9292, 2449.623, 2427.1821, 2418.752, 2430.3357, 2430.3357, 2446.3057, 2441.0859, 2430.6096, 2437.9629
2443.2847, 2440.0085, 2443.4678, 2451.1848, 2428.6726, 2420.2134, 2431.8296, 2431.8296, 2447.8533, 2442.6213, 2432.115, 2439.4934
2444.8208, 2441.5439, 2445.0061, 2452.7461, 2430.1626, 2421.6741, 2433.323, 2433.323, 2449.4006, 2444.156, 2433.6196, 2441.0234
2446.3562, 2443.0789, 2446.5437, 2454.3069, 2431.6521, 2423.1343, 2434.8157, 2434.8157, 2450.9475, 2445.6904, 2435.1238, 2442.553
2447.8911, 2444.6133, 2448.0811, 2455.8672, 2433.1411, 2424.5938, 2436.3081, 2436.3081, 2452.4939, 2447.2241, 2436.6274, 2444.082
2449.4255, 2446.1472, 2449.6177, 2457.427, 2434.6294, 2426.0527, 2437.7996, 2437.7996, 2454.04, 2448.7576, 2438.1304, 2445.6106
2450.9595, 2447.6807, 2451.1538, 2458.9866, 2436.1172, 2427.511, 2439.2908, 2439.2908, 2455.5854, 2450.2903, 2439.6331, 2447.1387
2452.4932, 2449.2136, 2452.6897, 2460.5454, 2437.6042, 2428.9688, 2440.7812, 2440.7812, 2457.1304, 2451.8228, 2441.135, 2448.6663
2454.0261, 2450.7461, 2454.2249, 2462.104, 2439.0911, 2430.426, 2442.2715, 2442.2715, 2458.6748, 2453.3545, 2442.6365, 2450.1934
2455.5586, 2452.2781, 2455.7598, 2463.6621, 2440.5771, 2431.8826, 2443.7607, 2443.7607, 2460.2188, 2454.886, 2444.1375, 2451.7197
2457.0906, 2453.8098, 2457.2939, 2465.2197, 2442.0625, 2433.3386, 2445.2498, 2445.2498, 2461.7625, 2456.4167, 2445.6379, 2453.2458
2458.6221, 2455.3408, 2458.8279, 2466.7769, 2443.5476, 2434.7939, 2446.738, 2446.738, 2463.3054, 2457.9473, 2447.1379, 2454.7715
2460.1531, 2456.8713, 2460.3613, 2468.3337, 2445.032, 2436.2488, 2448.2258, 2448.2258, 2464.8481, 2459.4771, 2448.6372, 2456.2966
2461.6838, 2458.4014, 2461.894, 2469.8899, 2446.5159, 2437.7031, 2449.7131, 2449.7131, 2466.3901, 2461.0063, 2450.1362, 2457.8213
2463.2139, 2459.9309, 2463.4265, 2471.4458, 2447.9993, 2439.1567, 2451.1997, 2451.1997, 2467.9319, 2462.5354, 2451.6345, 2459.3452
2464.7434, 2461.46, 2464.9583, 2473.0012, 2449.4819, 2440.6096, 2452.6858, 2452.6858, 2469.4729, 2464.0637, 2453.1323, 2460.8689
2466.2725, 2462.9885, 2466.4897, 2474.5562, 2450.9641, 2442.062, 2454.1714, 2454.1714, 2471.0137, 2465.5918, 2454.6296, 2462.3921
2467.801, 2464.5166, 2468.0208, 2476.1106, 2452.4458, 2443.5139, 2455.6565, 2455.6565, 2472.554, 2467.1191, 2456.1265, 2463.9146
